"Translation Info:
#---------------------------
30,2,23,"Kulumuza indirdiğimiz (Kur’an) dan bir şüpheniz varsa; haydi siz de ona benzer bir sûre getirin. Eğer doğru sözlüler iseniz, Allah’tan başka güvendiklerinizi de yardıma çağırın.",""
31,2,24,"Eğer bu işi yapamazsanız ki, elbette yapamayacaksınız. O zaman, kâfirler için hazırlanan (ve) yakıtı insanlar ve taşlar olan ateşten kendinizi koruyun.",""
32,2,25,"İman eden ve salih amel işleyen kimselere, içinden ırmaklar akan cennetler olduğunu müjdele! Ne zaman oradaki meyvelerden rızıklandırılsalar: ""Bu, daha önce de rızıklandığımız şey"" diyecekler. O meyveler kendilerine (dünyadakilerin) bir benzeri olarak verilecektir ve orada onlar için tertemiz eşler de vardır ve onlar orada ebedî kalacaklardır.",""
33,2,26,"Allah, bir sivrisineği ve onun üzerinde bir şeyi örnek vermekten haya etmez. İman edenler, onun Rablerinden gelen bir gerçek olduğunu bilirler, ama kâfirler; ""Allah bu misalle ne demek istiyor?"" derler. Allah, bu misalle birçoklarını dalalette bırakır, birçoklarını da hidayete erdirir. Onunla ancak fasıkları saptırır.",""
34,2,27,"Onlar, Allah ile yapılan sözleşmeyi kabul ettikten sonra bozan, Allah’ın, birleştirilmesini emrettiği şeyi koparan ve yeryüzünde bozgunculuk yapanlardır. İşte kaybedecek olanlar onlardır.",""
35,2,28,"Allah'ı nasıl inkâr edersiniz? Hâlbuki ölü idiniz de sizleri diriltti, sonra öldürecek, sonra tekrar diriltecek ve sonunda O'na döndürüleceksiniz.",""
36,2,29,"O, yeryüzündeki her şeyi sizin için yaratan, sonra gökyüzüne yönelip yedi kat gök olarak düzenleyendir. O, her şeyi hakkıyla bilendir.",""
37,2,30,"Hani Rabbin meleklere: ""Ben yeryüzünde bir halife yaratacağım."" demişti. Melekler de: ""Yeryüzünde bozgunculuk edecek, kanlar dökecek birini mi yaratacaksın? Oysa biz seni (durmadan) hamd ile tesbih ve takdis ediyoruz."" dediler. Allah da ""Sizin bilmediğiniz şeyleri ben bilirim."" buyurmuştu.",""
38,2,31,"Allah, Âdem’e bütün varlıkların isimlerini öğretti. Sonra onları meleklere göstererek: “Eğer doğru söyleyenler iseniz, haydi bana bunların isimlerini bildirin.” dedi.",""
39,2,32,"(Melekler) ""Sen yücesin! Seni eksiklikten tenzih ederiz. Senin bize öğrettiğinden başka hiçbir ilmimiz yoktur. Şüphesiz her şeyi hakkıyla bilen, her şeyi hikmetle yapan sensin.” dediler.",""
40,2,33,"Allah şöyle dedi: “Ey Âdem! Onlara bunların isimlerini söyle.” Âdem, meleklere onların isimlerini bildirince Allah: “Size, göklerin ve yerin gaybını şüphesiz ki ben bilirim, yine açığa vurduklarınızı da, gizli tuttuklarınızı da ben bilirim demedim mi?” buyurdu.",""
41,2,34,"Hani Meleklere: ""Âdem'e secde edin!"" demiştik de İblis hariç bütün melekler hemen secde edivermişlerdi. İblis bundan kaçınmış, büyüklenmiş ve kâfirlerden olmuştu.",""
42,2,35,"Ve demiştik ki: ""Ey Adem! Sen ve eşin Cennet'e yerleşin, dilediğiniz yerden bol bol yiyin. Yalnız şu ağaca yaklaşmayın, yoksa zalimlerden olursunuz.""",""
43,2,36,"Derken şeytan oradan ikisinin de ayağını kaydırdı, onları bulundukları yerden çıkardı. Biz de onlara: ""Birbirinize düşman olarak inin, yeryüzünde sizin için bir barınak ve belli bir süreye kadar orada yaşamak vardır."" dedik.",""
44,2,37,"Derken, Âdem (vahy yoluyla) Rabbinden birtakım kelimeler aldı, (onlarla amel edip Rabbine yalvardı). O da bunun üzerine tövbesini kabul etti. Şüphesiz O, tövbeleri çok kabul edendir, çok bağışlayandır.",""
45,2,38,"Dedik ki: ""Hepiniz oradan (Cennet'ten) inin.Tarafımdan size bir yol gösterici gelir de kim ona uyarsa, onlar için hiçbir korku yoktur ve onlar üzülmeyeceklerdir.""",""
46,2,39,"Ayetlerimizi yalanlayıp, inkâr edenler cehennemliktirler. Onlar, orada ebedi kalacaklardır.",""
47,2,40,"Ey İsrailoğulları! Size verdiğim nimeti hatırlayın. Bana verdiğiniz sözü yerine getirin ki ben de size verdiğim vaadi yerine getireyim. Yalnızca benden korkun.",""
48,2,41,"Elinizde bulunan Tevrat’ı tasdik edici olarak indirdiğim Kur’an’a iman edin ve onu inkâr edenlerin ilki siz olmayın. Ayetlerimi az bir paha karşılığında satmayın; yalnızca benden sakının!",""
49,2,42,"Hakka batılı karıştırmayın, bile bile hakkı gizlemeyin.",""
50,2,43,"Namazı kılın, zekâtı verin, rükû edenlerle birlikte rükû edin.",""
51,2,44,"İnsanlara iyiliği emredersiniz de, kendinizi unutur musunuz? Kitabı (Tevrat'ı) okuyup durduğunuz halde düşünmez misiniz?",""
52,2,45,"Sabır ve namazla Allah’tan yardım isteyin ve şüphesiz bu (namaz), huşu duyanlardan başkasına ağır gelir.",""
53,2,46,"Onlar, Rablerine kavuşacaklarını ve gerçekten O’na döneceklerini bilirler.",""
54,2,47,"Ey İsrailoğulları! Size verdiğim nimetimi ve sizi diğer toplumlara üstün kıldığımı hatırlayıp, anın.",""
55,2,48,"Kimsenin kimseden faydalanamayacağı, kimseden bir şefaatin kabul edilmeyeceği, kimseden bir fidyenin alınmayacağı ve yardım da görülmeyeceği bir günden kendinizi koruyun.",""
56,2,49,"Hani size azabın en kötüsünü tattıran, yeni doğan oğullarınızı boğazlayan ve kızlarınızı hayatta bırakan Firavun ailesinden sizi kurtarmıştık ve bunda sizin için Rabbiniz tarafından büyük bir imtihan vardı.",""
57,2,50,"Hani, sizin için denizi yarmış, sizi kurtarmış, gözlerinizin önünde Firavun hanedanını suda boğmuştuk.",""
58,2,51,"Hani, biz Mûsa ile kırk gece için sözleşmiştik. Ama siz zalimlik ederek onun ardından buzağıya tapınmıştınız.",""
59,2,52,"Bundan sonra da yine belki şükredersiniz diye sizi affetmiştik.",""
60,2,53,"Hani, hidayete eresiniz diye Mûsa’ya kitabı ve Furkan’ı vermiştik.",""
61,2,54,"Mûsâ, kavmine dedi ki: “Ey kavmim! Sizler, buzağıyı ilâh edinmekle kendinize yazık ettiniz. Gelin yaratıcınıza tövbe edin ve birbirinizi öldürün. Bu, yaratıcınız katında sizin için daha iyidir."" Böylece Allah da onların tövbesini kabul etti. Çünkü O, tövbeleri çok kabul edendir, çok merhametlidir.",""
62,2,55,"""Ey Musa! Allah’ı apaçık görmedikçe sana inanmayacağız."" demiştiniz de, bunun üzerine bakıp dururken sizi yıldırım çarpmıştı.",""
63,2,56,"Sonra, şükredesiniz diye ölümünüzün ardından sizi tekrar dirilttik.",""
64,2,57,"Bulutlarla sizi gölgelendirdik, kudret helvası ve bıldırcın gönderdik. Size rızık olarak verdiğimiz güzel şeylerden yiyin, dedik. Fakat onlar bize değil ancak kendilerine zulmediyorlardı.",""
65,2,58,"Hani: ""Şu kasabaya girip, dilediğiniz yerden istediğinizi bol bol yiyin. Kapısından secde ederek/boynu bükük, zelil olarak girin ve “Bağışla” deyin de sizi bağışlayalım. Güzel davrananların mükâfatını da artıracağız."" demiştik.",""
66,2,59,"Fakat, zulmedenler kendilerine söylenmiş olan sözü başka bir sözle değiştirdiler. Biz de, zalimlere, günah işleyerek yoldan çıktıkları için gökten kahredici bir azap indirmiştik.",""
67,2,60,"Musa, halkı için su aradığında: ""Değneğinle taşa vur!"" dedik. Ondan on iki pınar fışkırdı ve her grup su içeceği pınarı öğrenmişti. Allah’ın rızkından yiyin, için; fakat yeryüzünde bozguncular olarak taşkınlık yapmayın!",""
68,2,61,"Hani, “Ey Mûsâ! Biz bir çeşit yemeğe asla katlanamayız. O halde bizim için Rabbine yalvar da, o bize yerden biten sebze, salatalık, sarımsak, mercimek, soğan versin” demiştiniz. O da size: “İyi olanı düşük olanla değiştirmek mi istiyorsunuz? Öyle ise inin şehre! İstedikleriniz orada var."" demişti. Böylece zillet ve yoksulluk onları kapladı. Onlar, Allah’ın gazabına uğradılar. Bunun sebebi; onların, Allah’ın âyetlerini inkâr ediyor, peygamberleri de haksız yere öldürüyor olmaları idi. Bunların hepsi isyanları ve taşkınlıkları sebebiyledir.",""
69,2,62,"Şüphesiz iman edenler, Yahudiler, Hıristiyanlar ve Sabiilerden kim Allah’a ve ahiret gününe iman eder ve salih amel işlerse; onlara Rableri katında mükâfatlar vardır. Onlara bir korku yoktur, üzülmeyeceklerdir.",""
70,2,63,"Hani, sizden sağlam bir söz almış, Tûr dağını da üzerinize kaldırmış ve “Sakınasınız diye, size verdiğimiz kitabı sıkı tutun, onun içindekileri düşünün” demiştik.",""
71,2,64,"Bundan sonra yine yüz çevirmiştiniz. Eğer Allah’ın size bol lütfu ve merhameti olmasaydı, elbette hüsrana uğrayanlardan olurdunuz.",""
72,2,65,"Şüphesiz siz, içinizden cumartesi yasağını çiğneyenleri biliyorsunuz. İşte biz onlara, “Aşağılık maymunlar olun!” demiştik.",""
73,2,66,"Böylece onların akıbetini hem onu görenlere, hem de kendilerinden sonra geleceklere bir ibret ve Allah’tan korkanlar için de bir öğüt vesilesi kıldık.",""
74,2,67,"Hani Musa kavmine: ""Allah, size bir inek kesmenizi emrediyor"" demişti. Onlar: ""Bizimle alay mı ediyorsun?"" demişlerdi. Musa da: ""Ben cahillerden olmaktan Allah’a sığınırım"" demişti.",""
75,2,68,"Bizim için Rabbine dua et de bize onun nasıl bir şey olduğunu açıklasın, dediler. Mûsâ şöyle dedi: “(Rabbim) diyor ki: O, ne yaşlı, ne körpe, ikisi arası bir inektir. Haydi, emrolunduğunuz işi yapın.”",""
76,2,69,"Onlar: “Bizim için Rabbine dua et de, rengi neymiş, açıklasın.” dediler. Musa: ""Allah, onun, bakanların içini açan, parlak sarı bir inek olduğunu söylüyor."" dedi.",""
77,2,70,"Onlar: Rabbine dua et, bize açıkça bildirsin. Nasıl bir inek olduğunu anlayamadık. Allah dilerse elbette biz hidayete erenlerden oluruz, dediler.",""
78,2,71,"Mûsâ şöyle dedi: “Rabbim diyor ki; o, çift sürmek, ekin sulamak için boyunduruğa vurulmamış, kusursuz, hiç alacası olmayan bir inektir.” Onlar: “İşte, şimdi tam doğrusunu bildirdin” dediler. Nihayet o ineği kestiler. Neredeyse bunu yapmayacaklardı.",""
79,2,72,"Hani, bir kimseyi öldürmüştünüz de suçu birbirinizin üstüne atmıştınız. Halbuki Allah, gizlemekte olduğunuzu ortaya çıkaracaktı.",""
80,2,73,"“İneğin bir parçası ile öldürülene vurun” dedik. İşte, Allah ölüleri böyle diriltir, düşünesiniz diye mucizelerini de size böyle gösterir.",""
81,2,74,"(Ne var ki) bunlardan sonra yine kalpleriniz taş gibi yahut daha sert bir şekilde katılaşmıştı. Halbuki içinden nehirler kaynayan, yarılıp (içlerinden) sular çıkan ve Allah korkusundan yuvarlanan nice taşlar vardır! Allah yapmakta olduklarınızdan gafil değildir.",""
82,2,75,"Size onların iman edeceklerini mi umuyorsunuz? Oysa onlardan bir grup vardı ki, Allah’ın sözünü işitirlerdi de düşünüp akıl erdirdikten sonra, bile bile onu tahrif ederlerdi.",""
83,2,76,"İman edenlerle karşılaştıkları zaman “İman ettik” derler, birbirleriyle yalnız kaldıklarında; ""Rabbinizin yanında size karşı delil getirsinler diye mi, Allah’ın size açıkladığını onlara anlatıp duruyorsunuz?"" derlerdi. Bunu akıl etmiyor musunuz?",""
84,2,77,"Onlar bilmiyorlar mı ki, Allah onların gizli tuttuklarını da, açığa vurduklarını da bilir.",""
85,2,78,"Onların bir kısmının okuyup yazması yoktur. Kitabı (Tevrat'ı) bilmezler, bildikleri sadece bir takım yalan ve kuruntulardır. Onlar yalnızca zanneder dururlar.",""
86,2,79,"Kitabı kendi elleriyle yazıp sonra onu az bir bedel karşılığında satabilmek için: «Bu, Allah katındandır» diyenlerin vay haline! Vay ellerinin yazmış olduğundan dolayı başlarına geleceklere! Kazandıklarından dolayı vay onların haline!",""
87,2,80,"""Ateş bize sayılı bir kaç günden başka dokunmayacaktır"" derler. Onlara: ""Allah katından bir söz mü aldınız? Eğer, öyle ise Allah sözünden dönmez; yoksa Allah hakkında bilmediğiniz bir şey mi söylüyorsunuz?"" de.",""
88,2,81,"Gerçek şu ki, günah işleyip günahı kendisini kuşatmış olan kimseler, cehennemlikler işte onlardır. Onlar orada ebedi kalacaklardır.",""
89,2,82,"İman edip salih ameller işleyenler ise cennetliklerdir. Onlar orada ebedî kalacaklardır.",""
90,2,83,"İsrailoğulları'ndan: ""Allah’tan başkasına ibadet etmeyin, anaya, babaya, yakın akrabaya, yetimlere, yoksullara iyilik edin, insanlara güzel söz söyleyin, namazı kılın, zekâtı verin!"" diye söz almıştık. Sonra siz pek azınız dışında sözünüzden döndünüz ve hala da dönmeye devam ediyorsunuz.",""
91,2,84,"Hani, “Birbirinizin kanını dökmeyeceksiniz, birbirinizi yurtlarınızdan çıkarmayacaksınız” diye de sizden kesin söz almıştık. Sonra bunu böylece kabul etmiştiniz. Kendiniz de buna hâlâ şahitlik etmektesiniz.",""
92,2,85,"Ama siz, birbirinizi öldüren, içinizden bir kesime karşı kötülük ve zulümde yardımlaşarak size haram olduğu hâlde onları yurtlarından çıkaran, size esir olarak geldiklerinde ise fidye verip kendilerini kurtaran kimselersiniz. Yoksa siz kitabın (Tevrat’ın) bir kısmına inanıp, bir kısmını inkâr mı ediyorsunuz? Şu halde içinizden böyle yapanın cezası dünya hayatında rezil olmak ve kıyamet gününde azabın en şiddetlisine uğratılmaktan başka birşey değildir. Çünkü Allah, yaptıklarınızdan habersiz değildir.",""
93,2,86,"İşte onlar, ahirete karşılık dünya hayatını satın alan kimselerdir. Onlardan azap hiç hafifletilmeyecektir. Ve onlar, hiçbir yardım da göremeyeceklerdir.",""
94,2,87,"Andolsun biz Musa'ya kitabı (Tevrat'ı) verdik. Ondan sonra art arda peygamberler gönderdik. Meryemoğlu İsa'ya da deliller verdik. Ve onu, Rûhu'l-Kudüs (Cebrâil) ile destekledik. Ama ne zaman size bir peygamber nefislerinizin hoşlanmadığı bir şey getirdiyse büyüklük taslayarak kimini yalanladığınız, kimini de öldürdüğünüz doğru değil mi!",""
95,2,88,"Kalplerimiz perdelidir! dediler. Hayır! Allah, küfürleri yüzünden onları lanetlemiştir. Ancak onların çok az bir kısmı iman eder.",""
96,2,89,"Allah katından kendilerine ellerindekini (Tevrat’ı) tasdik eden bir kitap (Kur’an) gelince onu inkâr ettiler. Oysa, daha önce (bu kitabı getirecek peygamber ile) inkârcılara karşı yardım istiyorlardı. (Tevrat’tan) tanıyıp bildikleri (bu peygamber) kendilerine gelince onu inkâr ettiler. Allah’ın lâneti inkârcıların üzerine olsun.",""
97,2,90,"Allah'ın kullarından dilediğine, (Kitap) indirmesini çekemeyerek, Allah'ın indirdiğini (Kur'an'ı) inkar etmekle, kendilerini ne kötü bir şey karşılığında sattılar. Bu yüzden gazab üstüne gazaba uğradılar. Kâfirlere alçaltıcı bir azap vardır.",""
98,2,91,"Onlara: “Allah’ın indirdiğine (Kur’an’a) iman edin” denilince, “Biz sadece bize indirilene (Tevrat’a) iman ederiz” deyip, ondan sonra geleni (Kur’an’ı) inkâr ederler. Halbuki o, ellerinde bulunanı (Tevrat’ı) tasdik eden hak bir kitaptır. De ki: “Eğer iman eden kimseler idiyseniz, daha önce niçin Allah’ın peygamberlerini öldürüyordunuz?”",""
99,2,92,"Andolsun, Mûsâ size açık mucizeler getirmişti de, sonra onun ardından buzağıyı ilah edinmiştiniz. Siz işte o zâlimlersiniz.",""
100,2,93,"Hani, Tûr dağını tepenize dikerek sizden söz almıştık, “Size verdiğimize (Kitab’a) sımsıkı sarılın; ona kulak verin” demiştik. Onlar: “İşittik, karşı geldik” demişlerdi. Küfürleri yüzünden buzağı sevgisi onların kalplerine içirilip, sindirilmişti. Onlara de ki: ""(Tevrat’a beslediğinizi iddia ettiğiniz) imanınızın size emrettiği şey ne kötüdür, eğer inanan kimselerseniz!""",""
101,2,94,"De ki: “Eğer (iddia ettiğiniz gibi) Allah katındaki ahiret yurdu (Cennet) diğer insanlar için değil de yalnız sizinse ve doğru söyleyenler iseniz haydi ölümü temenni edin!”",""
102,2,95,"Fakat kendi elleriyle önceden yaptıkları işler yüzünden ölümü hiçbir zaman temenni edemezler. Allah, o zalimleri en iyi bilendir.",""
103,2,96,"Sen onları diğer insanların hayata en düşkünlerinden; hatta, Allah’a ortak koşanlardan bile yaşamaya daha düşkün olduklarını görürsün. Onların her biri bin yıl yaşamak ister. Halbuki uzun yaşamak, onları azaptan kurtaracak değildir. Zira Allah, onların bütün yaptıklarını görendir.",""
104,2,97,"De ki: “Her kim Cebrail’e düşman ise, bilsin ki o, Allah’ın izni ile Kur’an’ı; önceki kitapları doğrulayıcı, Mü’minler için de bir hidayet rehberi ve müjde verici olarak senin kalbine indirmiştir.”",""
105,2,98,"Her kim Allah’a, meleklerine, rasûllerine, Cebrail’e ve Mîkâil’e düşman olursa, şüphesiz Allah da o kâfirlerin düşmanıdır.",""
106,2,99,"Andolsun biz, sana apaçık ayetler indirdik. Onları fasıklardan başkası inkâr etmez.",""
107,2,100,"Onlar ne zaman bir söz vermişlerse, içlerinden bir grup bu sözü bozup atmadı mı? Zaten onların çoğu iman etmezler.",""
108,2,101,"Onlara ne zaman ellerinde bulunanı (Tevrat'ı) tasdik eden bir rasûl gelse kendilerine kitap verilenlerden bir grup, sanki Allah’ın kitabını bilmiyorlarmış gibi arkalarına attılar.",""
109,2,102,"Onlar şeytanların, Süleyman’ın saltanatı hakkında uydurdukları şeylere tabi oldular. Oysa Süleyman kâfir değildi. (Fakat insanlara sihri öğreten) şeytanlar kâfir idi. Onlar insanlara büyüyü Babil'deki iki meleğe, Harut ile Marut’a indirileni öğretiyorlardı. O ikisi: Biz bir imtihan vesilesiyiz, sakın kâfir olma! demedikçe, hiç kimseye bir şey öğretmiyorlardı. O ikisinden karı ile kocanın arasını ayıracak şeyler öğreniyorlardı. Halbuki onlar, Allah'ın izni olmadıkça o sihirle hiç kimseye zarar veremezlerdi. Onlar kendilerine faydalı olanı değil zararlı olanı öğreniyorlardı. Andolsun onlar, o büyüyü satın alanın ahirette bir nasibi olmadığını gayet iyi biliyorlardı. Kendilerini sattıkları şeyin ne kadar kötü olduğunu keşke anlasalardı!",""
110,2,103,"Eğer onlar iman edip takva sahibi olsalardı, elbette Allah katında verilecek sevap daha hayırlı olurdu. Keşke bilselerdi!",""
111,2,104,"Ey iman edenler! “Râinâ” (bizi gözet) demeyin! “Unzurnâ” (bize bak) deyin ve sözü dinleyin. Kâfirler için çok acı bir azap vardır.",""
112,2,105,"Kitap ehli olan kâfirler de, müşrikler de size Rabbinizden hiçbir hayır indirilmesini istemezler. Allah ise rahmetiyle dilediği kimseyi seçerek ihsanda bulunur. Şüphesiz Allah en büyük lütuf ve ihsan sahibidir.",""
113,2,106,"Biz neshettiğimiz veya unutturduğumuz bir ayetin yerine ya ondan daha hayırlısını veya onun benzerini getiririz. Allah’ın her şeye gücünün yettiğini bilmez misin?",""
114,2,107,"Bilmez misin ki, göklerin ve yerin hükümranlığı Allah’ındır. Sizin için Allah’tan başka ne bir dost, ne de bir yardımcı vardır.",""
115,2,108,"Yoksa siz de daha önce Musa’nın sorguya çekildiği gibi peygamberinizi sorguya çekmek mi istiyorsunuz? Kim imanı, küfür ile değiştirirse doğru yoldan sapmış olur.",""
116,2,109,"Kitap ehlinden bir çoğu, hak kendilerine apaçık belli olduktan sonra, içlerindeki haset yüzünden, sizi imanınızdan sonra tekrar küfre döndürmeyi arzu ederler. Öyleyse onlara Allah’ın emri gelinceye kadar bırakıp, terk edin. Kendi hallerine bırakınız. Şüphesiz Allah’ın gücü her şeye yeter.",""
117,2,110,"Namazı kılın, zekâtı verin, kendiniz için önden ne hayır yollarsanız Allah katında onu bulursunuz. Şüphesiz Allah, yaptıklarınızı en iyi görendir!",""
118,2,111,"Bir de; “Yahudi ve Hıristiyanlardan başkası Cennet’e giremeyecek” dediler. Bu, onların kuruntusudur. De ki: “Eğer doğru söylüyorsanız (iddianızı ispat edecek) delilinizi getirin.”",""
119,2,112,"Bilâkis, kim muhsin olarak yüzünü Allah'a teslim ederse ecri Rabbi katındadır. Onlar için ne bir korku vardır, ne de üzülürler.",""
120,2,113,"Yahudiler: “Hıristiyanlar hiçbir şey üzere değildir” dediler. Hıristiyanlar da, “Yahudiler hiçbir şey üzere değildir” dediler. Oysa hepsi kitabı okuyorlar. (Kitabı) bilmeyenler de birbirleri hakkında tıpkı onların söylediklerini söylediler. Allah, ihtilâfa düştükleri hususlarda kıyamet günü onlar hakkında hükmünü verecektir.",""
121,2,114,"Allah’ın mescidlerinde, Allah’ın isminin anılmasını yasaklayanlardan ve onların harab olmalarına çalışanlardan daha zâlim kim olabilir? Böyleleri oralara (eğer girerlerse) ancak korka korka girebilmelidirler. Bunlar için dünyada rezillik, ahirette de büyük bir azap vardır.",""
122,2,115,"Doğu da Allah’ındır batı da. Ne tarafa yönelirseniz yönelin Allah’ın yüzü oradadır. Şüphesiz Allah, her şeyi kuşatandır, bilendir.",""
123,2,116,"""Allah çocuk edindi"" diyorlar. Hâşâ! O bundan münezzehtir. Bilakis, göklerde ve yerde olanların hepsi O’nundur. Hepsi O’na boyun eğmiştir.",""
124,2,117,"O, göklerin ve yerin yaratıcısıdır. Bir şeyin olmasını istediği zaman ona sadece “Ol!” der, o da hemen oluverir.",""
125,2,118,"Bilmeyenler: ""Ne olur Allah bizimle konuşsa veya bize bir ayet gelse?"" demektedirler. Onlardan öncekiler de tıpkı onların söyledikleri gibi söylemişlerdi. Kalpleri (nasıl da) birbirine benzemiş. Oysa biz, iyice bilmek isteyen bir toplum için ayetlerimizi apaçık göstermişizdir.",""
126,2,119,"Şüphesiz biz seni hak ile müjdeleyici ve uyarıcı olarak gönderdik. Cehennem halkından sen sorumlu değilsin.",""
127,2,120,"Yahudiler de Hristiyanlar da, sen onların dinine uymadıkça, asla senden hoşnut olmazlar. De ki: Asıl doğru yol Allah’ın gösterdiği yoldur. Sana gelen ilimden sonra eğer onların arzularına uyacak olursan, Allah’tan seni koruyacak bir veli de bir yardımcı da yoktur.",""
128,2,121,"Kendilerine kitap verdiğimiz kimseler, onu hakkıyla okurlar. İşte bunlar ona iman eden kimselerdir. Onu inkâr edenlere gelince, işte onlar hüsrana uğrayanların ta kendileridir.",""
129,2,122,"Ey İsrailoğulları! Size verdiğim nimeti ve sizi diğer toplumlara üstün kıldığımı hatırlayın.",""
130,2,123,"Kimsenin kimse adına bir şey ödemeyeceği, kimseden fidye kabul edilmeyeceği, kimseye şefaatin fayda vermeyeceği ve kendilerine yardım da edilmeyeceği bir günden kendinizi koruyun!",""
131,2,124,"Hani Rabbi, İbrahim’i birtakım emirlerle imtihan etmiş, İbrahim onların hepsini yerine getirmiş de Rabbi şöyle buyurmuştu: “Ben seni insanlara önder yapacağım.” İbrahim de, “Soyumdan gelenlerden de (önderler yap, ya Rabbi!)” demişti. Bunun üzerine Rabbi: ""Benim ahdime (verdiğim söze) zalimler nail olamaz."" diye buyurdu.",""
132,2,125,"Hani, biz Kâbe’yi insanlara dönüş/toplantı ve güven yeri kılmıştık. Siz de Makam-ı İbrahim’den kendinize bir namaz yeri edinin. İbrahim ve İsmail’e: “Tavaf edenler, kendini ibadete verenler, rükû ve secde edenler için evimi (Kâbe’yi) tertemiz tutun!"" diye emrettik.",""
