"Translation Info:
#---------------------------
68,2,61,"I kada ste rekli: “Musa, mi ne možemo više jednu te istu hranu jesti. Zato, moli za nas Gospodara svoga da nam podari od onoga što zemlja rađa: povrća i krastavaca, pšenice, leće i luka crvenog!” On je rekao: “Zar da ono što je bolje zamijenite onim što je lošije?! Idite u bilo koji grad, imat ćete ono što tražite!” I poniženje i bijeda na njih padoše i Allahovu srdžbu oni na sebe navukoše, zato što u Allahove dokaze vjerovali nisu i što su vjerovjesnike bespravno ubijali, zato što su neposlušni bili i sve granice zla prelazili.",""
69,2,62,"One koji vjeruju, te one koji su bili židovi, kršćani i sabijci, a koji su vjerovali u Allaha i Posljednji dan i dobra djela činili – doista čeka nagrada od Gospodara njihova; za njih nema straha i oni neće tugovati.",""
70,2,63,"I kada smo od vas zavjet uzeli i brdo Tur iznad vas podigli: ""Snažno prihvatite ono što smo vam dali i neka vam je na umu ono što je u Knjizi, da biste se sačuvali.""",""
71,2,64,"Zatim ste odustali, i da nije bilo Allahove darežljivosti prema vama i milosti Njegove, vi biste, uistinu, među gubitnicima bili.",""
72,2,65,"Vama je poznato šta se dogodilo onima od vas koji su subotu oskrnavili, pa smo im Mi rekli: ""Budite majmuni prezreni!""",""
73,2,66,"To naselje smo učinili opomenom obližnjim naseljima, a poukom za bogobojazne.",""
74,2,67,"I kada Musa reče narodu svome: ""Allah vam, doista, naređuje da kravu zakoljete"", oni upitaše: ""Zbijaš li to ti s nama šalu?"", a on reče: ""Allahu se utječem od toga da neznalica budem!""",""
75,2,68,"Oni rekoše: ""Moli za nas Gospodara svoga da nam objasni koje dobi ona treba biti!"" ""On kaže"", odgovori on, ""da krava ne smije biti ni stara, ni mlada, nego između toga, srednje dobi, pa učinite to što se od vas traži!""",""
76,2,69,"""Zamoli za nas Gospodara svoga"", rekoše oni, ""da nam objasni kakve boje treba biti!"" ""On kaže"", reče on, ""da treba biti žute boje, da se svidi onima koji je vide.""",""
77,2,70,"""Moli za nas Gospodara svoga"", rekoše oni, ""da nam objasni kakva još treba biti, jer nama krave izgledaju slične, a mi ćemo nju, ako Allah htjedne, sigurno pronaći.""",""
78,2,71,"""On kaže"", reče on, ""da krava ne smije biti iscrpljena oranjem zemlje i natapanjem usjeva; treba biti bez ikakve mahane i biljega."" ""E, sad si kazao istinu!"", rekoše oni, pa je zaklaše, i jedva to učiniše.",""
79,2,72,"I kada ste jednog čovjeka ubili, pa se o njemu prepirati počeli, Allah je dao da izađe na vidjelo ono što ste bili sakrili.",""
80,2,73,"Pa smo Mi rekli: ""Udarite ga jednim njezinim dijelom!"" I eto, tako Allah mrtve vraća u život i pruža vam dokaze Svoje, da biste shvatili.",""
81,2,74,"Ali su srca vaša, poslije toga, postala tvrda kao kamen ili još tvrđa. A ima kamenja iz kojega rijeke izbijaju; ima ga koje puca i iz kojeg izlazi voda; a ima, doista, i onoga koje se iz straha od Allaha ruši. A Allah ne zanemaruje ono što vi radite.",""
82,2,75,"Zar vi žudite da vam oni vjeruju, a neki od njih su Allahov govor slušali, a zatim bi ga, nakon što su ga shvatili, svjesno iskrivljavali?",""
83,2,76,"Kada sretnu one koji vjeruju, oni govore: ""Mi vjerujemo!"", a čim se osame jedni s drugima, kažu: ""Zar ćete im kazivati ono što je Allah vama objavio, pa da im to bude dokaz protiv vas pred Gospodarom vašim? Zar se nećete opametiti!",""
84,2,77,"A zar oni ne znaju da Allah zna i ono što kriju i ono što pokazuju?!",""
85,2,78,"Neki od njih su nepismeni i ne poznaju Knjigu, nego samo gatke. Oni samo izmišljaju.",""
86,2,79,"A teško onima koji svojim rukama pišu knjigu, a zatim govore: ""Ovo je od Allaha"", da bi to za malu vrijednost prodali. I teško njima zbog onoga što ruke njihove pišu, i teško njima što na taj način zarađuju!",""
87,2,80,"Oni govore: ""Vatra nas neće doticati više od nekoliko dana.""Reci: ""Da li ste za to od Allaha dobili obećanje, jer Allah neće prekršiti Svoje obećanje, ili na Allaha iznosite ono što ne znate?!""",""
88,2,81,"A nije tako! Jer oni koji budu zlo činili i grijesi ih njihovi budu sa svih strana stizali, stanovnici Vatre oni bit će i u njoj će vječno ostati.",""
89,2,82,"A oni koji budu vjerovali i dobra djela činili, oni će stanovnici dženneta biti; u njemu će vječno boraviti.",""
90,2,83,"I kada smo od potomaka Israilovih zavjet uzeli da ćete jedino Allahu u ibadetu biti, i roditeljima, i bližnjima, i siročadi, i siromasima dobročinstvo činiti, a ljudima lijepe riječi govoriti; i namaz obavljati i zekat davati, vi ste se poslije, izuzev nekolicine, okrećući se od toga udaljili.",""
91,2,84,"I kada smo od vas zavjet uzeli da krv jedni drugima nećete prolijevati i da jedni druge iz domova vaših nećete izgoniti, vi ste to onda, prihvatili i tome svjedoci bili.",""
92,2,85,"Nakon toga, vi ipak jedni druge ubijate, a pojedine od vas i iz zavičaja njihovog istjerujete, pomažući se protiv njih, uz grijeh i nasilje, pa ako vam kao sužnji dođu, vi ih otkupljujete. A zabranjeno vam je da ih izgonite! Zar vi u jedan dio Knjige vjerujete, a drugi negirate?! Nikakve kazne za one od vas koji tako čine, sem poniženja na ovome svijetu, neće biti, a na Kijametskom danu bit će stavljeni na muke najteže! Allah, doista, nije nemaran prema onome što vi radite.",""
93,2,86,"To su oni koji su život na ovome svijetu uzeli u zamjenu za ahiret; zato im patnja olakšana neće biti, niti će im se u pomoć priteći.",""
94,2,87,"I Mi smo Musau Knjigu dali i, poslije njega, jednog za drugim, poslanike smo slali. I Isau, sinu Merjeminom, jasne smo dokaze dali i Duhom Blagoslovljenim ga pomogli. I kad god vam je koji poslanik donio ono što nije godilo dušama vašim, vi ste se uzoholili, pa ste neke u laž ugonili, a neke ubijali.",""
95,2,88,"Oni govore: ""Naša srca okorjela!"" A nije tako, nego je Allah njih prokleo zbog nevjerovanja njihova, a malo je njih koji vjeruju.",""
96,2,89,"A kada im od Allaha dođe Knjiga koja potvrđuje istinitost onoga što oni imaju – a još otprije su pomoć protiv nevjernika molili – kada im dođe ono što im je poznato, oni to negiraše. Pa neka Allahovo prokletstvo stigne nevjernike!",""
97,2,90,"Jadno je to za što su se prodali: da negiraju ono što Allah objavljuje, zbog zlobe što Allah spušta Svoju darežljivost kome On hoće od Svojih robova; pa su na sebe gnjev za gnjevom navlačili! A nevjernicima pripada patnja ponižavajuća!",""
98,2,91,"A kada im se kaže: ""Vjerujte u ono što Allah objavljuje!"", oni odgovaraju: ""Mi vjerujemo samo u ono što je nama objavljeno"", i neće da vjeruju u ono što se objavljuje poslije, a to je Istina, koja potvrđuje da je istinito i ono što oni imaju. Reci: ""Pa zašto ste još ranije Allahove vjerovjesnike ubijali, ako ste vjernici bili?!""",""
99,2,92,"I Musa vam je jasne dokaze bio donio, pa ste, ipak, nakon što on ode, zulum čineći, tele za obožavanje prihvatili.",""
100,2,93,"I kada smo od vas vaš zavjet primili i brdo Tur iznad vas podigli: ""Čvrsto prihvatite ono što vam dajemo i slušajte!"", oni su odgovorili: ""Čujemo, ali poslušati nećemo!"", jer srca su njihova, zbog nevjerovanja, nadojena teletom bila. Reci: ""Ružno je to na što vas vaše vjerovanje navodi, ako ste vi uopće vjernici.""",""
101,2,94,"Reci: ""Ako je kod Allaha džennet osiguran samo za vas, mimo ostalog svijeta, onda vi smrt poželite, ako istinu govorite?!""",""
102,2,95,"A oni je neće nikada poželjeti zbog onoga što čine, a Allah dobro zna zulumćare.",""
103,2,96,"I vidjet ćeš sigurno da više žude za životom od drugih ljudi, pa čak i od onih koji Allahu druge u obožavanju pridružuju; svaki od njih volio bi poživjeti hiljadu godina, mada ga to, i kada bi toliko dugo živio, ne bi od kazne udaljilo. A Allah dobro vidi ono što oni rade.",""
104,2,97,"Reci: ""Ko je neprijatelj Džibrilu, neka zna da on Allahovom dozvolom tebi na srce stavlja Kur'an potvrdujući istinitost onoga otprije, kao putokaz i radosnu vijest vjernicima.""",""
105,2,98,"Ko je neprijatelj Allahu, melekima Njegovim i poslanicima Njegovim i Džibrilu i Mikalu"" – pa, Allah je, doista, neprijatelj onima koji ne vjeruju!",""
106,2,99,"A Mi tebi ajete – jasne dokaze objavljujemo, u koje jedino grešnici neće vjerovati.",""
107,2,100,"Zar svaki put kada neku obavezu preuzmu, neka njihova skupina je odbaci?! Štaviše, većina ih ne vjeruje.",""
108,2,101,"A kada im je od Allaha Poslanik došao, potvrđujući da je istinito ono što već imaju, dio onih kojima je Knjiga data za leđa svoja Allahovu knjigu su odbacili, kao da oni ne znaju.",""
109,2,102,"I povedoše se za onim što su šejtani o Sulejmanovoj vladavini lažno kazivali. A Sulejman nije bio nevjernik, nego šejtani, Harut i Marut, nisu vjerovali, podučavajući vradžbini ljude u Babilonu. A to nije objavljeno dvojici meleka. Njih dvojica nikoga nisu učili dok mu ne bi rekli: ""Mi samo iskušavamo, a ti nemoj biti nevjernik!"" I ljudi su od njih dvojice učili kako će muža od žene rastaviti, ali oni nisu mogli nikome bez Allahove dozvole nauditi. Učili su ono što će im nauditi i od čega koristi neće imati, iako su znali da onaj ko to sebi u zamjenu za vjerovanje
kupi, na ahiretu nikakvog udjela neće imati. A doista je jadno
ono za što su se prodali, kada bi samo oni to znali!",""
110,2,103,"A da su oni vjerovali i čuvali se, pa sigurno nagrada od Allaha bolja je – samo da su to oni znali!",""
111,2,104,"O vi koji vjerujete, ne govorite: ""Ra'ina!"", nego recite ""Unzurna (Pogledaj nas, obrati pažnju na nas)!"" i slušajte. A nevjernicima bolna patnja pripada.",""
112,2,105,"Oni kojima je data Knjiga koji ne vjeruju, a ni oni koji Allahu druge u obožavanju pridružuju, ne vole da se vama od Gospodara vašeg bilo kakvo dobro objavi. Allah Svojom milošću odlikuje koga hoće, i Allah je posjednik obilja velikog.",""
113,2,106,"Koji god ajet promijenimo, ili ga zaboravu prepustimo, Mi bolji od njega ili sličan njemu donesemo. Zar ti ne znaš da Allah nad svime ima moć?!",""
114,2,107,"Zar ti ne znaš da Allahu pripada vlast i na nebesima i na Zemlji i da, osim Allaha, ni zaštitnika ni pomagača nemate?!",""
115,2,108,"Zar da tražite od svog poslanika, kao što su prije od Musaa tražili?! A ko vjerovanje zamijeni nevjerovanjem, taj je s Pravog puta zalutao.",""
116,2,109,"Mnogi sljedbenici Knjige voljeli bi, iz lične zlobe svoje, da vas, nakon vašeg vjerovanja, vrate u nevjernike, nakon što im je Istina jasnom postala. Ali, vi oprostite i preko toga pređite, dok Allah Svoju odluku ne donese. Allah, doista, nad svime ima moć.",""
117,2,110,"I namaz obavljajte i zekat dajite, a dobro koje za sebe date, naći ćete kod Allaha. Allah, doista, dobro vidi šta vi radite.",""
118,2,111,"Oni govore: ""U džennet neće ući niko osim onoga ko bude židov ili kršćanin!"" To su puste želje njihove. Reci: ""Dajte svoj dokaz, ako istinu govorite!""",""
119,2,112,"A nije tako! Onome ko se bude Allahu predao i usto dobra djela činio, pripada nagrada kod Gospodara njegova; takvi se neće ničega bojati, niti će za bilo čim tugovati.",""
120,2,113,"Židovi govore: ""Kršćani nisu ni na čemu!"", a kršćani kažu: ""Židovi nisu ni na čemu!"", a oni Knjigu čitaju. Tako gotovo istim riječima govore oni koji ne znaju. Allah će im na Kijametskom danu presuditi u onome o čemu su se razilazili.",""
121,2,114,"Ima li većeg zulumćara od onoga koji brani da se u Allahovim mesdžidima ime Njegovo spominje i koji radi na tome da se oni opustoše?! Takvi bi trebalo da u njih samo sa strahom ulaze. Oni će na ovome svijetu poniženje doživjeti, a na drugom ih čeka kazna velika.",""
122,2,115,"Allahu pripadaju i istok i zapad; kuda god se okrenete, tamo je Allahovo lice. Allah je, doista, neizmjerno darežljiv i Sveznajući.",""
123,2,116,"Nevjernici govore: ""Allah je sebi dijete uzeo."" Uzvišen neka je On! Naprotiv, Njemu pripada sve što je na nebesima i na Zemlji i Njemu se sve pokorava.",""
124,2,117,"On je Stvoritelj nebesa i Zemlje, a kada nešto odredi, On samo kaže: ""Budi!"" – i to biva.",""
125,2,118,"A oni koji ne znaju, govore: ""Trebalo bi da Allah s nama razgovara, ili da nam kakav dokaz dođe!"" Tako su gotovo istim riječima govorili i oni prije njih; srca su im slična! A Mi dokaze objašnjavamo ljudima koji čvrsto vjeruju.",""
126,2,119,"Mi smo te, zaista, poslali s Istinom, kao onoga ko radosne vijesti donosi i upozorava, a ti nećeš biti pitan za one koji će u džehennemu biti.",""
127,2,120,"Ni židovi, ni kršćani neće biti tobom zadovoljni sve dok ne budeš slijedio vjeru njihovu. Reci: ""Allahova Uputa jest Prava uputa!"" A ako bi se ti poveo za željama njihovim, nakon znanja koje si dobio, od Allaha te niko ne bi mogao zaštititi, niti pomoći ti.",""
128,2,121,"Oni kojima smo objavili Knjigu, pa je čitaju onako kako treba, to su oni koji u nju vjeruju. A oni koji u nju ne budu vjerovali, to su sigurni gubitnici.",""
129,2,122,"O sinovi Israilovi! Sjetite se blagodati Mojih koje sam vam podario i što sam vas nad drugim svjetovima bio odlikovao.",""
130,2,123,"I bojte se Dana kada niko ni za koga ništa neće moći učiniti, kada se ni od koga otkup neće primati, kada se ničiji zagovor neće koristiti, i kada nikome niko neće u pomoć priteći.",""
131,2,124,"I kada je Ibrahima Gospodar njegov s nekoliko riječi na iskušenje stavio, pa ih je on potpuno izvršio, Allah je rekao: ""Učinit ću da ti budeš ljudima vođa."" On je upitao: ""A i neki iz mog potomstva?"" Odgovorio mu je: ""Obećanje Moje ne obuhvata zulumćare!""",""
132,2,125,"I kada Mi Kabu učinismo utočištem i sigurnim mjestom za ljude: ""Neka vam mjesto na kojem je Ibrahim stajao bude prostor gdje ćete namaz obavljati!"" I Ibrahimu i Ismailu stavili smo u obavezu: ""Kabu Moju vas dvojica očistite, za one koji je budu obilazili, za one koji u njoj budu boravili, i za one koji ruku i sedždu budu činili.""",""
133,2,126,"A kada je Ibrahim zamolio: ""Gospodaru moj, učini ovo mjesto sigurnim boravištem i snabdij plodovima stanovnike njegove, one između njih koji budu u Allaha i Posljednji dan vjerovali!"", On je rekao: ""Onome koji ne bude vjerovao, dat ću da neko vrijeme uživa, a onda ću ga prisiliti da u patnju vatrenu uđe. A užasno je to konačno odredište!""",""
134,2,127,"I dok su Ibrahim i Ismail temelje Kabe podizali, molili su: ""Gospodaru naš, primi to od nas, Ti si, uistinu, Svečujući i Sveznajući.",""
135,2,128,"Gospodaru naš, učini nas dvojicu muslimanima – Tebi predanim, a i u potomstvu našem neka bude zajednica Tebi predana, pokaži nam obrede naše i oprosti nam! Ti si, doista, stalni Primatelj pokajanja, Milostivi!",""
136,2,129,"Gospodaru naš, pošalji među njih poslanika, jednoga od njih, koji će im ajete Tvoje kazivati, Knjizi i mudrosti ih poučiti i očistiti ih! Ti si, doista, Silni i Mudri!""",""
137,2,130,"Ko drugi vjeru Ibrahimovu izbjegava do onaj koji ne drži do sebe!? Mi smo njega na ovome svijetu odabrali, pa će on i na drugom svijetu biti među dobrima.",""
138,2,131,"Kada je njemu Gospodar njegov rekao: ""Predan budi!"", on je odgovorio: ""Ja sam predan Gospodaru svjetova.""",""
139,2,132,"I Ibrahim je, kao i Jakub, to zapovjedio sinovima svojim: ""Sinovi moji, Allah je vama vjeru odabrao, i nipošto nemojte umrijeti nego kao muslimani.""",""
140,2,133,"Da niste možda prisutni bili kada je Jakubu smrtni čas došao?! Kad je on sinove svoje upitao: ""Kome ćete poslije mene ibadet činiti?"" Odgovorili su: ""Ibadet ćemo činiti Bogu tvome, Bogu tvojih predaka Ibrahima, Ismaila i Ishaka, Bogu Jedinome! I mi se samo Njemu predajemo!""",""
141,2,134,"Taj je narod nestao; njemu pripada ono što je zaslužio, a vama što ste zaslužili, i vi nećete biti pitani za ono što su oni radili.",""
142,2,135,"Oni govore: ""Budite židovi, odnosno kršćani, bit ćete na Pravom putu!"" Ti reci: ""Ne, mi smo sljedbenici Ibrahima pravovjernika. On nije u višebošce spadao.""",""
143,2,136,"Recite: ""Mi vjerujemo u Allaha i u ono što se objavljuje nama, i u ono što je objavljeno Ibrahimu, i Ismailu, i Ishaku, i Jakubu, i potomcima,"" i u ono što je dato Musau i Isau, i u ono što je dato vjerovjesnicima od Gospodara njihova; mi ne pravimo nikakve razlike među njima i mi smo Njemu predani.""",""
144,2,137,"Pa, ako oni budu vjerovali u ono u što vi vjerujete, na Pravom su putu; a ako se okrenu, oni su onda raskol počinili. Allah će te sigurno od njih zaštititi. On je Svečujući i Sveznajući.",""
145,2,138,"""Allahove vjere se držite! Zar ima ljepše vjere od Allahove?! Mi se
samo Njemu pokoravamo.""",""
146,2,139,"Reci: ""Zar s nama o Allahu raspravljate, a On je i naš i vaš Gospodar! Nama pripadaju naša djela, a vama vaša djela! A mi smo prema Njemu iskreni.""",""
147,2,140,"Kako možete govoriti da su Ibrahim, Ismail, Ishak, Jakub i potomci njegovi bili židovi ili kršćani? Reci: ""Znate li bolje vi ili Allah?"" Zar je iko veći zulumćar od onoga koji skriva svjedočanstvo Istine dobivene od Allaha! A Allah nije nemaran prema onome što vi radite.",""
148,2,141,"Taj je narod nestao; njemu pripada ono što je zaslužio, a vama što ste zaslužili, i vi nećete biti pitani za ono što su oni radili.",""
149,2,142,"Reći će neki ljudi kratke pameti: ""Šta ih je odvratilo od kible njihove, prema kojoj su se okretali?"" Reci: ""Allahu pripadaju i istok i zapad; On upućuje na Pravi put onoga koga On hoće.""",""
